date,open,high,low,close,SMA_10,SMA_20,EMA_10,EMA_20
2018-01-31,86.12999725341797,95.4499969482422,85.5,95.01000213623048,,,95.01000213623048,95.01000213623048
2018-02-28,94.79000091552734,96.06999969482422,83.83000183105469,93.7699966430664,,,94.78454659201883,94.89190637497677
2018-03-31,93.98999786376952,97.23999786376952,87.08000183105469,91.2699966430664,,,94.14553751039111,94.54696259098532
2018-04-30,90.47000122070312,97.9000015258789,87.51000213623047,93.5199966430664,,,94.03180280724115,94.44915631023113
2018-05-31,93.20999908447266,99.98999786376952,92.4499969482422,98.83999633789062,,,94.90601981281378,94.8673315509606
2018-06-30,99.27999877929688,102.69000244140624,97.26000213623048,98.61000061035156,,,95.57947086691155,95.22377622328355
2018-07-31,98.0999984741211,111.1500015258789,98.0,106.08000183105467,,,97.48865831493757,96.25770247164272
2018-08-31,106.02999877929688,112.77999877929688,104.83999633789062,112.33000183105467,,,100.18708440877703,97.78839764872957
2018-09-30,110.8499984741211,115.29000091552734,107.2300033569336,114.37000274658205,,,102.76579683383247,99.36759813423933
2018-10-31,114.75,116.18000030517578,100.11000061035156,106.80999755859376,101.06099929809571,,103.50110605651633,100.07639807941594
2018-11-30,107.0500030517578,112.23999786376952,99.3499984741211,110.88999938964844,102.6489990234375,,104.8445412079949,101.10626487086665
2018-12-31,113.0,113.41999816894533,93.95999908447266,101.56999969482422,103.42899932861329,,104.24917002378203,101.15043009219593
2019-01-31,99.5500030517578,107.9000015258789,97.1999969482422,104.43000030517578,104.74499969482422,,104.2820482567627,101.46277011247972
2019-02-28,103.77999877929688,113.23999786376952,102.3499984741211,112.02999877929688,106.59599990844727,,105.6907665335871,102.46917284265278
2019-03-31,112.88999938964844,120.81999969482422,108.8000030517578,117.94000244140624,108.50600051879883,,107.91790033500875,103.94258518539121
2019-04-30,118.9499969482422,131.3699951171875,118.0999984741211,130.60000610351562,111.70500106811524,,112.04191956564635,106.48138717759353
2019-05-31,130.52999877929688,130.64999389648438,123.04000091552734,123.68000030517578,113.46500091552734,,114.1579342455608,108.11935033260137
2019-06-30,123.8499984741211,138.39999389648438,119.01000213623048,133.9600067138672,115.6280014038086,,117.75831105798014,110.58036522605525
2019-07-31,136.6300048828125,141.67999267578125,134.6699981689453,136.27000427246094,117.81800155639648,,121.124073460613,113.02699751618911
2019-08-31,137.0,140.94000244140625,130.77999877929688,137.86000061035156,120.92300186157226,110.99200057983398,124.16696930602001,115.39204542991887
2019-09-30,136.61000061035156,142.3699951171875,134.50999450683594,139.02999877929688,123.73700180053712,113.1930004119873,126.86933830116125,117.64327908224058
2019-10-31,139.66000366210938,145.6699981689453,133.22000122070312,143.3699951171875,127.91700134277343,115.67300033569336,129.86945772225693,120.09344251414029
2019-11-30,144.25999450683594,152.5,142.97000122070312,151.3800048828125,132.61200180053712,118.67850074768066,133.7804662969034,123.0731151206805
2019-12-31,151.80999755859375,159.5500030517578,146.64999389648438,157.6999969482422,137.17900161743165,121.88750076293945,138.12947186987407,126.37091338997209
