date,open,high,low,close,SMA_10,SMA_20,EMA_10,EMA_20
2018-01-31,10.420000076293944,13.850000381469728,10.34000015258789,13.739999771118164,,,13.739999771118164,13.739999771118164
2018-02-28,13.619999885559082,13.84000015258789,10.630000114440918,12.109999656677246,,,13.443636113947088,13.584761664980935
2018-03-31,12.260000228881836,12.81999969482422,9.789999961853027,10.050000190734863,,,12.826611400635773,13.248117715052736
2018-04-30,9.989999771118164,11.359999656677246,9.039999961853027,10.880000114440918,,,12.472682075873072,13.022582705470658
2018-05-31,10.829999923706056,13.949999809265137,10.770000457763672,13.729999542236328,,,12.70128525157548,13.08995573754358
2018-06-30,13.979999542236328,17.34000015258789,13.920000076293944,14.989999771118164,,,13.117415164219604,13.270912312169731
2018-07-31,14.800000190734863,20.18000030517578,14.739999771118164,18.32999992370605,,,14.065157847762595,13.752730179935096
2018-08-31,18.34000015258789,27.299999237060547,18.0,25.170000076293945,,,16.08422007113193,14.840089217683557
2018-09-30,25.6200008392334,34.13999938964844,25.56999969482422,30.88999938964844,,,18.77617994722584,16.368652091204023
2018-10-31,30.690000534057617,31.90999984741211,16.170000076293945,18.209999084472656,16.80999975204468,,18.673237972179805,16.544018471515322
2018-11-30,18.40999984741211,22.21999931335449,17.18000030517578,21.299999237060547,17.565999698638915,,19.15083092943085,16.996969020614866
2018-12-31,22.479999542236328,23.75,16.030000686645508,18.459999084472656,18.200999641418456,,19.02522513943845,17.13630521717275
2019-01-31,18.010000228881836,25.13999938964844,16.940000534057617,24.40999984741211,19.63699960708618,,20.00427508634275,17.829038039100308
2019-02-28,24.61000061035156,25.520000457763672,22.270000457763672,23.530000686645508,20.90199966430664,,20.645316104579617,18.37198686267604
2019-03-31,23.96999931335449,28.11000061035156,21.040000915527344,25.520000457763672,22.080999755859374,,21.53162235061308,19.052750062208194
2019-04-30,26.420000076293945,29.950000762939453,25.82999992370605,27.6299991607666,23.344999694824217,,22.640418134277354,19.869630928737564
2019-05-31,28.950000762939453,29.670000076293945,26.030000686645508,27.40999984741211,24.252999687194823,,23.507614809392763,20.587761301944663
2019-06-30,28.75,34.29999923706055,27.290000915527344,30.3700008392334,24.77299976348877,,24.75532136027288,21.519403162638827
2019-07-31,31.790000915527344,34.86000061035156,30.100000381469727,30.450000762939453,24.728999900817872,,25.790717615303166,22.369936267429363
2019-08-31,30.5,35.54999923706055,27.649999618530277,31.450000762939453,26.053000068664552,21.431499910354614,26.81967818760067,23.234704314620803
2019-09-30,30.82999992370605,32.04999923706055,28.350000381469727,28.989999771118164,26.822000122070314,22.193999910354613,27.214282111876575,23.782827691430075
2019-10-31,29.049999237060547,34.34000015258789,27.43000030517578,33.93000030517578,28.369000244140626,23.284999942779542,28.43532178338552,24.749225083215382
2019-11-30,34.369998931884766,41.790000915527344,34.099998474121094,39.150001525878906,29.843000411987305,24.740000009536743,30.38344537292977,26.12072760156429
2019-12-31,39.31999969482422,47.310001373291016,37.150001525878906,45.86000061035156,32.07600040435791,26.489000034332275,33.19736450700646,28.000658364305934
